Redump_Name,Game_Title,Product_Number (GameID),Version,Build_Date,CD_Number,Region,Compatible_Peripherals,Hardware_Identifier,Marker_ID
Funky Head Boxers (Japan),FUNKEY HEAD BOXERS,T-20003G,V1.003,19961130,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-200
Funky Head Boxers (Japan) (Demo),FUNKEY HEAD BOXERS,610-6459,V1.000,19961120,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-200
Funky Head Boxers Plus (Japan),FUNKEY HEAD BOXERS PLUS,T-20004G,V1.001,19970326,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-200
Fushigi no Kuni no Angelique (Japan),WONDER_ANGELIQUE,T-7634G,V1.000,19961217,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-76
Fuusui Sensei - Feng-Shui Master (Japan),Fengshui Master,T-21701G,V1.000,19960906,CD-1/1,J,JE,SEGA SEGASATURN,SEGA TP T-217
G Vector (Japan),GVECTOR,T-30603G,V1.005,19970827,CD-1/1,J,JAE,SEGA SEGASATURN,SEGA TP T-306
Gaia Breeder (Japan),GAIA BREEDER,T-34801G,V1.001,19971006,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-348
Gakkou no Kaidan (Japan),GAKKOU NO KWAIDAN,GS-9026,V1.000,19950518,CD-1/1,J,JM,SEGA SEGASATURN,SEGA ENTERPRISES
Gakkou no Kowai Uwasa - Hanako-san ga Kita!! (Japan),HANAKOSANGA KITA,T-1205G,V1.002,19950710,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
Gal Jan (Japan),GALJAN,T-29101G,V1.000,19960705,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-291
Galactic Attack (Europe),GALACTIC ATTACK,T-8116H-50,V1.000,19951027,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-81
Galactic Attack (USA),GALACTIC ATTACK,T-8116H,V1.000,19951024,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-81
Galaxy Fight (Europe),GALAXY FIGHT                                    GALAXY FIGHT,T-1504H-50,V1.000,19960115,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-15
Galaxy Fight (USA),GALAXY FIGHT                                    GALAXY FIGHT,T-1504H,V1.002,19960314,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-15
Galaxy Fight - Universal Warriors (Japan),GALAXY FIGHT                                    GALAXY FIGHT,T-1510G,V1.002,19951122,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-15
"Gale Racer (Japan) (En,Ja) (1A)",GALE RACER,GS-9003,V1.000,19941109,CD-1/1,JT,JAS,SEGA SEGASATURN,SEGA ENTERPRISES
"Gale Racer (Japan) (En,Ja) (2A)",GALE RACER,GS-9003,V1.000,19941109,CD-1/1,JT,JAS,SEGA SEGASATURN,SEGA ENTERPRISES
Gals Panic SS (Japan),GALS PANIC SS,T-29002G,V1.005,19960902,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-290
Game Basic for SegaSaturn (Japan),GAME BASIC for SEGASATURN,T-2111G,V1.002,19980416,CD-1/1,J,AEFGJKMSTZ,SEGA SEGASATURN,SEGA TP T-21
Game de Seishun (Japan) (Rev A),GAME DE SEISYUN,T-19711G,V2.000,19980223,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-197
Game Nihonshi - Kakumeiji Oda Nobunaga (Japan),GEIMU NIHONSHI,T-7633G,V1.001,19970308,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-76
Game no Tatsujin (Japan) (4M),GAME NO TATSUJIN,T-1502G,V1.004,19950508,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-15
Game no Tatsujin (Japan) (Rev A),GAME NO TATSUJIN,T-1502G,V2.000,19950608,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-15
Game no Tatsujin 2 (Japan),GAMENOTATSUJIN 2,T-1509G,V1.006,19960130,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-15
Game no Tetsujin - The Shanghai (Japan),THE IRONMAN OF THE GAMES,T-1506G,V1.000,19950815,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-15
"Game of Life, The - DX Jinsei Game (Japan)",DX JINSEI GAME,T-10302G,V1.002,19951106,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-103
"Game of Life, The - DX Jinsei Game (Japan) (Rev A)",DX JINSEI GAME,T-10302G,V1.003,19951116,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-103
"Game of Life, The - DX Jinsei Game (Japan) (Rev B)",DX JINSEI GAME,T-10302G,V1.005,19960129,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-103
"Game of Life, The - DX Jinsei Game II (Japan) (2M)",DX JINSEI GAME II,T-10310G,V1.002,19970603,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-103
Game Tengoku - The Game Paradise! (Japan),GAME TENGOKU,T-5712G,V1.003,19970414,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-57
Game-Ware (Japan),GAME-WARE vol.1,T-17002G,V1.02,19960312,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-170
Game-Ware Vol. 2 (Japan),GAME-WARE vol.2,T-17003G,V1.02,19960604,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-170
Game-Ware Vol. 3 (Japan),GAME-WARE vol.3,T-17004G-T,V1.00,19960824,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-170
Game-Ware Vol. 4 (Japan) (Disc A),GAME-WARE vol.4,T-17005G,V1.004,19970210,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-170
Game-Ware Vol. 4 (Japan) (Disc B),GAME-WARE vol.4,T-17005G,V1.002,19970203,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-170
Game-Ware Vol. 5 (Japan) (Disc A),GAME-WARE vol.5,T-17006G,V1.01,19970519,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-170
Game-Ware Vol. 5 (Japan) (Disc B),GAME-WARE vol.5,T-17006G,V1.00,19970502,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-170
"Garou Densetsu 3 - Road to the Final Victory (Japan) (En,Ja)",GAROU_DENSETSU_3,T-3102G,V1.000,19960609,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-31
Gebockers (Japan),GEBOCKERS,T-5303G,V1.001,19960111,CD-1/1,J,JC,SEGA SEGASATURN,SEGA TP T-53
Gebockers (Japan) (Demo),GEBOCKERS,ST-5303G,V1.000,19951201,CD-1/1,J,JC,SEGA SEGASATURN,SEGA TP T-53
GeGeGe no Kitarou - Gentou Kaikitan (Japan),GEGEGE NO KITAROU GENTOU KAIKITAN,T-13310G,V1.004,19961202,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-133
Gekiretsu Pachinkers (Japan),GEKIRETSU PACHINKERS,T-29601G,V1.200,19960610,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-296
Gekirindan (Japan),GEKIRINDAN,T-7008G,V1.001,19970220,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-70
Gekitotsu Koushien (Japan),GEKITOTSUKOSHIEN,T-6701G,V1.002,19970705,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-67
Gekitotsu Koushien (Japan) (Demo),GEKITOTSUKOSHIEN,6106677,V1.000,19970606,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-67
Gekka Mugentan Torico (Japan) (Disc A) (Kyouchou-hen) (1M),GEKKAMUGENTAN,GS-9056,V1.000,19960520,CD-1/2,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Gekka Mugentan Torico (Japan) (Disc A) (Kyouchou-hen) (2M),GEKKAMUGENTAN,GS-9056,V1.000,19960520,CD-1/2,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Gekka Mugentan Torico (Japan) (Disc B) (Houkai-hen) (1M),GEKKAMUGENTAN,GS-9056,V1.000,19960520,CD-2/2,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Gekka Mugentan Torico (Japan) (Disc B) (Houkai-hen) (2M),GEKKAMUGENTAN,GS-9056,V1.000,19960520,CD-2/2,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Gekka no Kishi - Ouryuu-sen (Japan),GEKKA NO KISHI            SATURN,T-20606G,V1.001,19960915,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-206
Gensou Suikoden (Japan),GENSO SUIKODEN,T-9525G,V1.006,19980701,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-95
Gex (Europe),GEX                                                             GEX,T-15904H50,V1.000,19951120,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-159
Gex (Japan),GEX                                                             GEX,T-15904G,V1.000,19951121,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-159
Gex (USA),GEX                                                             GEX,T-15904H,V1.000,19951118,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-159
Ghen War (Europe),GHEN WAR,T-7010H-50,V1.000,19960228,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-070
Ghen War (Japan),GHEN WAR,T-7004G,V1.047,19960312,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-70
Ghen War (USA),GHEN WAR,MK-81001,V1.034,19951026,CD-1\1,UT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Ginga Eiyuu Densetsu (Japan),GINGA EIYU DENSETSU,T-22301G,V1.004,19961105,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-223
Ginga Eiyuu Densetsu (Japan) (Demo),GINNEIDEN SS,T-22301G,V0.001,19941122,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-223
Ginga Eiyuu Densetsu Plus (Japan),GINGA EIYUU DENSETSU PLUS,T-22303G,V1.003,19970903,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-223
Ginga Ojousama Densetsu Yuna - Mika Akitaka Illust Works (Japan),YUNA MIKA AKITAKA ILLUST WORKS,T-14308G,V1.000,19961016,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-143
Ginga Ojousama Densetsu Yuna - Mika Akitaka Illust Works 2 (Japan),Mika Akitaka    Illust Works 2,T-14323G,V1.000,19971114,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-143
Ginga Ojousama Densetsu Yuna 3 - Lightning Angel (Japan),YUNA3           Lightning Angel,T-14311G,V1.001,19971023,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-143
Ginga Ojousama Densetsu Yuna Remix (Japan),YUNA REMIX,T-14307G,V1.002,19961115,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-143
Girl Doll Toy - Tamashii o Kudasai (Japan),GIRL DOLL TOY,T-37002G,V1.001,19981125,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-370
Girls in Motion Puzzle Vol. 1 - Hiyake no Omoide + Himekuri (Japan),HIYAKE NO OMOIDE,T-21002G,V1.004,19951109,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP P-210
Girls in Motion Puzzle Vol. 2 - Body Special 264 (Japan),BODY SPECIAL 264,T-21003G,V1.000,19960621,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP P-210
Girls in Motion Puzzle Vol. 2 - Body Special 264 (Japan) (Demo) (2M),BODY SPECIAL 264,T-21003G,V1.000,19960606,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP P-210
Go III Professional - Taikyoku Igo (Japan),GO III PROFESSIONAL,T-29003G,V1.002,19970509,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-290
Godzilla - Rettou Shinkan (Japan),GODZILLA,GS-9050,V1.000,19951127,CD-1/1,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
Goiken Muyou - Anarchy in the Nippon (Japan),GOIKENMUYO,T-28902G,V1.001,19970808,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-289
Goiken Muyou - Anarchy in the Nippon (Japan) (Demo),GOIKENMUYO,6106695,V0.100,19970709,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-289
Gokujou Parodius Da! Deluxe Pack (Japan),GOKUJOU PARODIUS,T-9501G,V1.001,19950408,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-95
Gokujou Parodius Da! Deluxe Pack (Japan) (Rev A),GOKUJOU PARODIUS,T-9501G,V1.002,19950531,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-95
Golden Axe - The Duel (Europe),GOLDEN AXE THE DUEL,MK-81045,V1.000,19960201,CD-1/1,E,J,SEGA SEGASATURN,SEGA ENTERPRISES
Golden Axe - The Duel (Japan) (2M),GOLDEN AXE THE DUEL,GS-9041,V1.000,19950714,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Golden Axe - The Duel (USA),GOLDEN AXE THE DUEL,MK-81045,V1.000,19960201,CD-1/1,UTJ,J,SEGA SEGASATURN,SEGA ENTERPRISES
Gotha - Ismailia SenEki (Japan),GOTHA,GS-9009,V1.000,19950105,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Gotha II - Tenkuu no Kishi & Teitoku no Ketsudan II (Japan) (Demo),GOTHA 2 TEITOKU NO KETSUDAN 2   DEMONSTRATION,ST-7608G,V1.000,19960131,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-76
Gotha II - Tenkuu no Kishi (Japan),GOTHA2,T-7608G,V1.005,19960126,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-22
Gouketsuji Ichizoku 3 - Groove on Fight (Japan),GROOVE ON FIGHT,T-14411G,V1.001,19970317,CD-1/1,J,JTW,SEGA SEGASATURN,SEGA TP T-144
Gradius Deluxe Pack (Japan),GRADIUS-DP,T-9509G,V2.000,19960222,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-95
Gran Chaser (Japan) (3M),GRAN CHASER,GS-9022,V1.000,19950423,CD-1/1,JT,JS,SEGA SEGASATURN,SEGA ENTERPRISES
Gran Chaser (Japan) (Rev A) (11M),GRAN CHASER,GS-9022,V1.100,19950519,CD-1/1,JT,JS,SEGA SEGASATURN,SEGA ENTERPRISES
Grandia (Japan) (Disc 1) (1M),GRANDIA,T-4507G,V1.002,19971108,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-45
Grandia (Japan) (Disc 1) (2M),GRANDIA,T-4507G,V1.002,19971108,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-45
Grandia (Japan) (Disc 1) (4M),GRANDIA,T-4507G,V1.002,19971108,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-45
"Grandia (Japan) (Disc 2) (1M, 2M)",GRANDIA,T-4507G,V1.004,19971117,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-45
Grandia (Japan) (Disc 2) (3M),GRANDIA,T-4507G,V1.004,19971117,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-45
Grandia (Japan) (Disc 2) (4M),GRANDIA,T-4507G,V1.004,19971117,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-45
Grandia - Digital Museum (Japan),GRANDIA DIGITAL MUSEUM,T-4512G,V1.002,19980414,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-45
Grandia - Digital Museum (Japan) (Rev A) (10M),GRANDIA DIGITAL MUSEUM,T-4512G,V1.003,19980506,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-45
Grandia - Prelude (Japan),GRANDIA SAMPLE CD,6106600,V1.000,19970510,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-45
GranDread (Japan),GRANDREAD,T-20603G,V1.006,19970402,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-206
Greatest Nine '96 (Japan) (1M),GREATEST NINE'96,GS-9086,V1.013,19960619,CD-1/1,J,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Greatest Nine '96 (Japan) (2M),GREATEST NINE'96,GS-9086,V1.013,19960619,CD-1/1,J,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Greatest Nine '96 (Japan) (3M),GREATEST NINE'96,GS-9086,V1.013,19960619,CD-1/1,J,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Greatest Nine '96 (Japan) (Rev A) (10M),GREATEST NINE'96,GS-9086,V1.014,19960626,CD-1/1,J,JE,SEGA SEGASATURN,SEGA ENTERPRISES
Gremlin Interactive Demo Disc (Europe),GREMLIN DEMO,T-12313H,V1.002,19970423,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-123
Gremlin Interactive Demo Disk (Europe),LOADED,T-12301H,V1.001,19960601,CD-1/1,E,JT,SEGA SEGASATURN,SEGA TP T-123
Grid Run (Europe),Gridrunner,T-7016H-50,V1.000,19960920,CD-1/1,E,JAT,SEGA SEGASATURN,SEGA TP T-70
Grid Runner (Japan),Gridrunner,T-7009G,V1.000,19960920,CD-1/1,JT,JAT,SEGA SEGASATURN,SEGA TP T-70
Grid Runner (USA),Gridrunner,T-7025H,V1.000,19960906,CD-1/1,U,JAT,SEGA SEGASATURN,SEGA TP T-70
GT24 (Japan),GT24,T-5714G,V1.003,19980407,CD-1/1,J,JSE,SEGA SEGASATURN,SEGA TP T-57
Guardian Force (Japan),GUARDIAN FORCE,T-9905G,V1.002,19980518,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-99
Guardian Heroes (Europe),GUARDIANHEROES,MK-81035,V1.000,19960423,CD-1/1,E,JT,SEGA SEGASATURN,SEGA ENTERPRISES
Guardian Heroes (Japan) (3M),GUARDIANHEROES,GS-9031,V1.000,19951221,CD-1/1,JT,JT,SEGA SEGASATURN,SEGA ENTERPRISES
Guardian Heroes (USA),GUARDIANHEROES,MK-81035,V1.002,19960328,CD-1/1,UT,JT,SEGA SEGASATURN,SEGA ENTERPRISES
Gun Griffon (Europe),GUNGRIFFON - THE EURASIAN CONFLICT -,MK-81046,V1.00,19960524,CD-1/1,E,J,SEGA SEGASATURN,SEGA ENTEPRISES
Gunbird (Japan),GUNBIRD,T-14402G,V1.01J,19951010,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-144
GunBlaze-S (Japan),GUNBLAZE-S,T-19710G,V1.002,19971206,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-197
Gungriffon (USA),GUNGRIFFON - THE EURASIAN CONFLICT -,MK-81046,V1.01,19960427,CD-1/1,U,J,SEGA SEGASATURN,SEGA ENTEPRISES
Gungriffon - The Eurasian Conflict (Japan),GUNGRIFFON - THE EURASIAN CONFLICT -,T-4502G,V1.01,19960131,CD-1/1,J,JP,SEGA SEGASATURN,SEGA TP T-45
Gungriffon II (Japan),GUNGRIFFON 2,T-4511G,V1.001,19980309,CD-1/1,J,ACJ,SEGA SEGASATURN,SEGA TP T-45
Gungriffon II (Japan) (Demo),GUNGRIFFON2 SAMPLE CD,6106896,V1.000,19980309,CD-1/1,J,ACJ,SEGA SEGASATURN,SEGA TP T-45
Gussun Oyoyo S (Japan),GSSUN OYOYO,T-26101G,V1.002,19960227,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-261
Gyuwambler Jiko Chuushinha - Tokyo Mahjongland (Japan),ぎゅわんぶらあ自己中心派 - TOKYO MAHJONGLAND -,T-4504G,V1.03,19960909,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-45
Habitat II (Japan),HABITAT2,GS-7105,V1.004,19960702,CD-1/1,J,JMDK,SEGA SEGASATURN,SEGA ENTERPRISES
Hang On GP '95 (Japan) (1M),HANGON GP 95,GS-9032,V1.000,19950810,CD-1/1,JT,JS,SEGA SEGASATURN,SEGA ENTERPRISES
Hang On GP '95 (Japan) (2M),HANGON GP 95,GS-9032,V1.000,19950810,CD-1/1,JT,JS,SEGA SEGASATURN,SEGA ENTERPRISES
Hang On GP '95 (Japan) (Demo) (2M),HANGON GP 95,GS-9032,V1.000,19950810,CD-1/1,JT,JS,SEGA SEGASATURN,SEGA ENTERPRISES
Hang On GP '96 (Europe),HANGON GP,MK-81202,V1.000,19951228,CD-1/1,E,JST,SEGA SEGASATURN,SEGA ENTERPRISES
Hang-On GP (USA),HANGON GP,MK-81202,V1.000,19951128,CD-1/1,UTJ,JST,SEGA SEGASATURN,SEGA ENTERPRISES
Hansha de Spark! (Japan),HANSYA DE SPARK,T-20902G,V1.004,19971117,CD-1/1,JT,JT,SEGA SEGASATURN,SEGA TP T-209
Hansha de Spark! (Japan) (Demo),HANSYA DE SPARK SAMPLE VERSION,6106731,V0.001,19970819,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-209
"Hardcore 4x4 (Europe) (En,Fr,De)",HARDCORE 4X4,T-12303H,V1.001,19961015,CD-1/1,E,JAST,SEGA SEGASATURN,SEGA TP T-123
Harukaze Sentai V-Force (Japan) (Disc 1),HARUKAZE SENTAI V-FORCE,T-19904G,V1.001,19970418,CD-1/3,J,J,SEGA SEGASATURN,SEGA TP T-199
Harukaze Sentai V-Force (Japan) (Disc 2),HARUKAZE SENTAI V-FORCE,T-19904G,V1.001,19970418,CD-2/3,J,J,SEGA SEGASATURN,SEGA TP T-199
Harukaze Sentai V-Force (Japan) (Disc 3),HARUKAZE SENTAI V-FORCE,T-19904G,V1.001,19970418,CD-3/3,J,J,SEGA SEGASATURN,SEGA TP T-199
Hatsukoi Monogatari (Japan),HATSUKOI MONOGATARI,T-33004G,V1.001,19980821,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-330
HatTrick Hero S (Japan),HAT TRICK HERO S,T-1102G,V1.001,19951026,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-11
Haunted Casino (Japan) (Disc A),HAUNTED CASINO,T-21902G,V1.003,19960828,CD-1/3,J,J,SEGA SEGASATURN,SEGA TP T-219
Haunted Casino (Japan) (Disc B),HAUNTED CASINO,T-21902G,V1.002,19960827,CD-2/3,J,J,SEGA SEGASATURN,SEGA TP T-219
Haunted Casino (Japan) (Disc C),HAUNTED CASINO,T-21902G,V1.001,19960825,CD-3/3,J,J,SEGA SEGASATURN,SEGA TP T-219
Heartbeat Scramble (Japan),HEART BEAT,T-15014G,V1.000,19960702,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-150
Hebereke's Popoitto (Europe),POPOITO HEBELEKE,T-1502H,V1.001,19960115,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-15
Heim Waltz (Japan) (Rev A),WALTZ           (SEKISUI),GS-9121,V2.000,19961127,CD-1/1,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
Heir of Zendor - The Legend and the Land (USA),HEIR OF ZENDOR,T-7605H,V1.000,19960927,CD-1/1,U,JM,SEGA SEGASATURN,SEGA TP T-76
Heisei Tensai Bakabon - Susume! Bakabons (Japan),SUSUME! BAKABONS,T-17001G,V1.03,19950524,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-170
Heisei Tensai Bakabon - Susume! Bakabons (Japan) (Demo),SUSUME BAKABONS,T-17001G,V0.92a,19950503,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-170
Heiwa Pachinko Soushingeki (Japan) (1M),HEIWA PACHINKO SOUSHINGEKI,T-18702G,V1.001,19960827,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-187
Henry Explorers (Japan),HENRY EXPLORERS,T-9518G,V1.003,19970127,CD-1/1,JT,JMG,SEGA SEGASATURN,SEGA TP T-95
Herc's Adventures (USA) (RE),HERC'S ADVENTURES,T-23001H,V1.002,19970530,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-230
"Hexen (Europe) (En,Fr,De,Es,It)",HEXEN,T-25405H50,V1.002,19970212,CD-1/1,E,JAT,SEGA SEGASATURN,SEGA TP T-254
Hexen (USA),HEXEN,T-25406H,V1.002,19970219,CD-1/1,U,JAT,SEGA SEGASATURN,SEGA TP T-254
Hexen - Beyond Heretic (Japan),HEXEN,T-18612G,V1.000,19970702,CD-1/1,J,JA,SEGA SEGASATURN,SEGA TP T-186
"Hi-Octane (Europe) (En,Fr,De,Es)",HIOCTANE,T-5002H,V1.000,19951030,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-500
Hi-Octane (Japan),ﾊｲｵｸﾀﾝ,T-10608G,V1.000,19960322,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP TP-106
"Hi-Octane - The Track Fights Back! (USA) (En,Fr,De,Es)",HIOCTANE,T-5002H,V1.000,19951030,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-500
Hideo Nomo World Series Baseball (Japan),World Series     BASEBALL,GS-9061,V1.010,19950921,CD-1/1,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
High Velocity - Mountain Racing Challenge (USA),High Velocity,T-14402H,V1.002,19951006,CD-1/1,U,JS,SEGA SEGASATURN,SEGA TP T-144
Highschool Terra Story (Japan),HIGH SCHOOL TERRA STORY,T-19715G,V1.002,19980608,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-197
Highway 2000 (Europe),HIGHWAY 2000,T-6012H-50,V1.001,19960801,CD-1/1,E,JS,SEGA SEGASATURN,SEGA TP T-60
Highway 2000 (USA),HIGHWAY 2000,T-31101H,V1.000,19961003,CD-1/1,U,JT,SEGA SEGASATURN,SEGA TP T-311
Himitsu Sentai Metamor V (Japan),HIMITHU SENTAI  METAMOL V,T-29005G,V1.001,19980218,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-290
Hissatsu Pachinko Collection (Japan),PACHINK KOREKUSH,T-1503G,V1.003,19951206,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-15
Hissatsu Pachinko Collection (Japan) (Rev A),PACHINK KOREKUSH,T-1503G,V1.007,19960403,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-15
Hissatsu! (Japan),HISSATSU,T-23402G,V1.003,19960522,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-234
Hokuto no Ken (Japan),HOKUTO NO KEN,T-20601G,V1.000,19951016,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-206
Honkaku 4-nin Uchi Geinoujin Taikyoku Mahjong - The Wareme de Pon (Japan),THE WAREME DE PON,T-3001G,V1.007,19960906,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP VIDEOSYS
Honkaku Hanafuda (Japan),HONKAKU-HANAFUDA,T-16611G,V1.004,19981002,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-166
Honkaku Pro Mahjong - Tetsuman Special (Japan),HONKAKU PRO MAHJONG TETSUMAN SPECIAL,T-18709G,V1.001,19960708,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-187
Honkaku Shougi Shinan - Wakamatsu Shougi Juku (Japan),WAKAMATSU SHOGI JUKU,T-4402G,V1.000,19971121,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-44
Hop Step Idol (Japan),HOPSTEP IDOLE,T-20507G,V1.002,19971103,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-205
"Horde, The (Europe)",THE HORDE                                                       THE HORDE,T-15909H50,V1.000,19951110,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-159
"Horde, The (France)",THE HORDE                                                       THE HORDE,T-15909H09,V1.000,19960119,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-159
"Horde, The (Germany)",THE HORDE                                                       THE HORDE,T-15909H18,V1.000,19951110,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-159
"Horde, The (Japan)",THE HORDE                                                       THE HORDE,T-15909H50,V1.000,19960118,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-159
"Horde, The (USA)",THE HORDE                                                       THE HORDE,T-15909H50,V1.000,19951110,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-159
